text,intent
Tell me my side by side premium date . North party can protect human .,premium_due
how answer i download a insurance document ?,download_policy
iodine want to discipline if my claim has been okay,claim_status
i 'd like to talk to an agent,agent_contact
allow tax document for this insurance architectural plan,tax_certificate
can you facilitate me with the replenishment of my policy design ?,renew_policy
can someone download my policy text file ?,download_policy
Where are my insurance plan papers? please,policy_document_status
how practice i download a policy document ?,download_policy
I want to file a new claim . Whatever mouth germinate townspeople growth staff .,file_claim
what is my policy?,policy_status
can you help me with the renewal policy ?,renew_policy
Confirm payment for concluding agio . broker until listing defense reaction .,payment_status
Check if the documents were place,policy_document_status
recount me the status of your policy ?,policy_status
I want to lie with the referable date for my insurance premium . Energy sound substantial including care case .,premium_due
i want to know the due date of my subscription,premium_due
How do I give in a call ? Suffer morning proletariat want authorisation .,file_claim
hour angle my indemnity title been processed ?,claim_status
I want to file a new claim. Certain window job gas.,file_claim
Can I transmit this indemnity plan ?,policy_transfer
I forgot my insurance policy number,forgot_policy_number
i want to check if my claims have been approved,claim_status
Confirm defrayment for utmost premium . area customer cultural do simply avoid .,payment_status
how can i change my address to something else ?,update_address
What is the status of my insurance policy policy ?,policy_status
Document livery status,policy_document_status
contact my customer support,agent_contact
associate me to a customer representative . Real married man almost later on offensive wellness .,agent_contact
I need to reincarnate my policy plan . too constabulary accept potential campaign writer .,renew_policy
what 's the imputable date for my premium ?,premium_due
I desire to have it off the due date for my premium . Whatever actually somebody east doctor .,premium_due
I call for to regenerate my indemnity plan .,renew_policy
i have to update my phone number and maybe end,update_contact
how can i download an policy ?,download_policy
I demand to update my earphone number . Gas tatty live .,update_contact
one require to lodge a claim,file_claim
i ask a copy of my insurance,download_policy
can i edit my contact entropy ?,update_contact
Update my defrayment preference please,change_payment_method
Help me register an insurance claim. Establish remain box.,file_claim
help me file a claim for an insurance society,file_claim
electrical switch to English messages,change_language
how practise i download an policy written document ?,download_policy
Reinstate expired insurance programme,reinstatement_query
I want to change my payment method acting,change_payment_method
